Iteration,Algorithm,Cenary,Initial State,Objective,Generated vertices amount,Visited vertices amount,Cost,Path
12,4,2,(26 5),(16 13),53,19,155,(26 5) (26 6) (26 7) (26 8) (26 9) (26 10) (25 10) (24 10) (23 10) (22 10) (21 10) (20 10) (19 10) (18 10) (17 10) (16 10) (16 11) (16 12) (16 13) 
13,1,1,(29 8),(26 1),51,35,100,(29 8) (29 7) (29 6) (29 5) (29 4) (29 3) (28 3) (27 3) (27 2) (26 2) (26 1) 
13,1,2,(29 8),(26 1),51,29,100,(29 8) (28 8) (27 8) (26 8) (26 7) (26 6) (26 5) (26 4) (26 3) (26 2) (26 1) 
13,2,1,(29 8),(26 1),59,43,115,(29 8) (29 7) (29 6) (29 5) (29 4) (29 3) (29 2) (28 2) (27 2) (27 1) (26 1) 
13,2,2,(29 8),(26 1),50,29,115,(29 8) (29 7) (29 6) (29 5) (29 4) (29 3) (29 2) (29 1) (28 1) (27 1) (26 1) 
13,3,1,(29 8),(26 1),56,35,102,(29 8) (29 7) (29 6) (29 5) (29 4) (28 4) (27 4) (26 4) (26 3) (26 2) (26 1) 
13,3,2,(29 8),(26 1),46,22,102,(29 8) (29 7) (29 6) (29 5) (29 4) (28 4) (27 4) (26 4) (26 3) (26 2) (26 1) 
13,4,1,(29 8),(26 1),40,22,94,(29 8) (29 7) (29 6) (29 5) (29 4) (29 3) (29 2) (28 2) (27 2) (26 2) (26 1) 
13,4,2,(29 8),(26 1),29,11,97,(29 8) (29 7) (29 6) (29 5) (29 4) (29 3) (28 3) (27 3) (26 3) (26 2) (26 1) 
14,1,1,(21 1),(18 3),23,12,50,(21 1) (20 1) (20 2) (19 2) (19 3) (18 3) 
14,1,2,(21 1),(18 3),23,12,50,(21 1) (20 1) (20 2) (19 2) (19 3) (18 3) 
14,2,1,(21 1),(18 3),25,15,65,(21 1) (21 2) (20 2) (19 2) (19 3) (18 3) 
14,2,2,(21 1),(18 3),23,12,65,(21 1) (21 2) (21 3) (20 3) (19 3) (18 3) 
14,3,1,(21 1),(18 3),24,12,56,(21 1) (21 2) (21 3) (20 3) (19 3) (18 3) 
14,3,2,(21 1),(18 3),17,8,56,(21 1) (21 2) (21 3) (20 3) (19 3) (18 3) 
14,4,1,(21 1),(18 3),24,12,56,(21 1) (21 2) (21 3) (20 3) (19 3) (18 3) 
14,4,2,(21 1),(18 3),17,8,56,(21 1) (21 2) (21 3) (20 3) (19 3) (18 3) 
15,1,1,(27 24),(0 5),758,693,460,(27 24) (26 24) (25 24) (24 24) (23 24) (22 24) (21 24) (20 24) (19 24) (18 24) (17 24) (17 23) (16 23) (16 22) (15 22) (15 21) (15 20) (15 19) (14 19) (14 18) (13 18) (13 17) (12 17) (11 17) (11 16) (11 15) (10 15) (10 14) (9 14) (8 14) (8 13) (8 12) (7 12) (7 11) (6 11) (5 11) (5 10) (5 9) (4 9) (4 8) (3 8) (3 7) (2 7) (2 6) (1 6) (1 5) (0 5) 
15,1,2,(27 24),(0 5),421,278,460,(27 24) (26 24) (25 24) (24 24) (24 23) (23 23) (22 23) (22 22) (21 22) (20 22) (19 22) (18 22) (18 21) (17 21) (17 20) (17 19) (16 19) (15 19) (14 19) (13 19) (12 19) (11 19) (10 19) (9 19) (8 19) (7 19) (6 19) (5 19) (4 19) (3 19) (2 19) (1 19) (1 18) (1 17) (1 16) (1 15) (1 14) (1 13) (1 12) (1 11) (1 10) (1 9) (1 8) (1 7) (1 6) (1 5) (0 5) 
15,2,1,(27 24),(0 5),908,874,595,(27 24) (27 23) (27 22) (27 21) (27 20) (27 19) (27 18) (27 17) (26 17) (25 17) (24 17) (23 17) (23 16) (23 15) (22 15) (21 15) (20 15) (19 15) (18 15) (18 14) (18 13) (17 13) (16 13) (16 12) (15 12) (14 12) (14 11) (13 11) (12 11) (12 10) (11 10) (10 10) (9 10) (9 9) (8 9) (7 9) (7 8) (6 8) (6 7) (5 7) (4 7) (4 6) (3 6) (2 6) (1 6) (1 5) (0 5) 
15,2,2,(27 24),(0 5),847,784,595,(27 24) (27 23) (27 22) (27 21) (27 20) (27 19) (27 18) (27 17) (27 16) (27 15) (27 14) (27 13) (27 12) (27 11) (27 10) (27 9) (27 8) (27 7) (27 6) (27 5) (26 5) (25 5) (24 5) (23 5) (22 5) (21 5) (20 5) (19 5) (18 5) (17 5) (16 5) (15 5) (14 5) (13 5) (12 5) (11 5) (10 5) (9 5) (8 5) (7 5) (6 5) (5 5) (4 5) (3 5) (2 5) (1 5) (0 5) 
15,3,1,(27 24),(0 5),1081,1010,496,(27 24) (27 23) (27 22) (27 21) (26 21) (25 21) (24 21) (23 21) (22 21) (22 20) (22 19) (22 18) (21 18) (20 18) (19 18) (19 17) (19 16) (19 15) (18 15) (17 15) (16 15) (15 15) (15 14) (15 13) (14 13) (13 13) (12 13) (12 12) (12 11) (12 10) (11 10) (10 10) (9 10) (8 10) (8 9) (8 8) (7 8) (6 8) (5 8) (4 8) (4 7) (4 6) (3 6) (2 6) (1 6) (0 6) (0 5) 
15,3,2,(27 24),(0 5),862,716,496,(27 24) (27 23) (27 22) (27 21) (26 21) (25 21) (24 21) (23 21) (22 21) (22 20) (22 19) (22 18) (21 18) (20 18) (19 18) (19 17) (19 16) (19 15) (18 15) (17 15) (16 15) (16 14) (16 13) (16 12) (15 12) (14 12) (13 12) (12 12) (12 11) (12 10) (11 10) (10 10) (9 10) (8 10) (8 9) (8 8) (7 8) (6 8) (5 8) (4 8) (4 7) (4 6) (3 6) (2 6) (1 6) (0 6) (0 5) 
15,4,1,(27 24),(0 5),979,876,398,(27 24) (27 23) (27 22) (27 21) (27 20) (26 20) (25 20) (24 20) (23 20) (22 20) (21 20) (20 20) (19 20) (18 20) (17 20) (16 20) (15 20) (15 19) (15 18) (15 17) (15 16) (15 15) (14 15) (13 15) (12 15) (11 15) (10 15) (9 15) (9 14) (9 13) (9 12) (9 11) (9 10) (8 10) (7 10) (6 10) (5 10) (4 10) (3 10) (2 10) (2 9) (2 8) (2 7) (2 6) (1 6) (0 6) (0 5) 
15,4,2,(27 24),(0 5),161,69,394,(27 24) (27 23) (27 22) (27 21) (27 20) (27 19) (26 19) (25 19) (24 19) (23 19) (22 19) (21 19) (20 19) (19 19) (18 19) (17 19) (16 19) (16 18) (16 17) (16 16) (16 15) (16 14) (15 14) (14 14) (13 14) (12 14) (11 14) (10 14) (10 13) (10 12) (10 11) (10 10) (10 9) (9 9) (8 9) (7 9) (6 9) (5 9) (4 9) (3 9) (3 8) (3 7) (3 6) (3 5) (2 5) (1 5) (0 5) 
16,1,1,(2 16),(19 7),266,218,260,(2 16) (3 16) (4 16) (5 16) (6 16) (7 16) (8 16) (9 16) (10 16) (11 16) (11 15) (11 14) (12 14) (12 13) (13 13) (14 13) (14 12) (15 12) (15 11) (15 10) (16 10) (17 10) (17 9) (17 8) (18 8) (18 7) (19 7) 
16,1,2,(2 16),(19 7),182,116,260,(2 16) (2 15) (3 15) (3 14) (4 14) (5 14) (5 13) (6 13) (6 12) (7 12) (8 12) (9 12) (10 12) (11 12) (11 11) (12 11) (12 10) (12 9) (13 9) (14 9) (14 8) (15 8) (16 8) (17 8) (18 8) (19 8) (19 7) 
16,2,1,(2 16),(19 7),405,356,345,(2 16) (2 15) (3 15) (3 14) (4 14) (4 13) (5 13) (6 13) (7 13) (8 13) (8 12) (9 12) (9 11) (10 11) (11 11) (12 11) (12 10) (13 10) (14 10) (14 9) (15 9) (15 8) (16 8) (17 8) (18 8) (18 7) (19 7) 
16,2,2,(2 16),(19 7),313,264,345,(2 16) (2 15) (2 14) (2 13) (2 12) (2 11) (2 10) (2 9) (2 8) (2 7) (3 7) (4 7) (5 7) (6 7) (7 7) (8 7) (9 7) (10 7) (11 7) (12 7) (13 7) (14 7) (15 7) (16 7) (17 7) (18 7) (19 7) 
16,3,1,(2 16),(19 7),395,338,284,(2 16) (2 15) (2 14) (3 14) (4 14) (5 14) (6 14) (7 14) (8 14) (9 14) (9 13) (9 12) (10 12) (11 12) (12 12) (12 11) (12 10) (12 9) (13 9) (14 9) (15 9) (16 9) (16 8) (16 7) (17 7) (18 7) (19 7) 
16,3,2,(2 16),(19 7),286,204,284,(2 16) (2 15) (2 14) (2 13) (3 13) (4 13) (5 13) (6 13) (7 13) (8 13) (8 12) (8 11) (9 11) (10 11) (11 11) (12 11) (12 10) (12 9) (13 9) (14 9) (15 9) (16 9) (16 8) (16 7) (17 7) (18 7) (19 7) 
16,4,1,(2 16),(19 7),333,257,227,(2 16) (2 15) (2 14) (2 13) (3 13) (4 13) (5 13) (6 13) (7 13) (8 13) (9 13) (10 13) (11 13) (12 13) (13 13) (14 13) (15 13) (16 13) (16 12) (16 11) (16 10) (16 9) (17 9) (18 9) (19 9) (19 8) (19 7) 
16,4,2,(2 16),(19 7),104,47,223,(2 16) (2 15) (2 14) (2 13) (2 12) (2 11) (2 10) (3 10) (4 10) (5 10) (6 10) (7 10) (8 10) (9 10) (10 10) (11 10) (12 10) (13 10) (14 10) (14 9) (14 8) (14 7) (15 7) (16 7) (17 7) (18 7) (19 7) 
17,1,1,(13 16),(21 20),73,47,120,(13 16) (14 16) (15 16) (16 16) (17 16) (18 16) (18 17) (19 17) (19 18) (19 19) (20 19) (20 20) (21 20) 
17,1,2,(13 16),(21 20),56,30,120,(13 16) (14 16) (14 17) (15 17) (15 18) (15 19) (16 19) (16 20) (17 20) (18 20) (19 20) (20 20) (21 20) 
17,2,1,(13 16),(21 20),113,82,160,(13 16) (14 16) (14 17) (15 17) (15 18) (16 18) (17 18) (17 19) (18 19) (19 19) (20 19) (20 20) (21 20) 
17,2,2,(13 16),(21 20),85,58,160,(13 16) (13 17) (13 18) (13 19) (13 20) (14 20) (15 20) (16 20) (17 20) (18 20) (19 20) (20 20) (21 20) 
17,3,1,(13 16),(21 20),109,79,132,(13 16) (13 17) (13 18) (14 18) (15 18) (16 18) (17 18) (18 18) (19 18) (20 18) (20 19) (20 20) (21 20) 
17,3,2,(13 16),(21 20),74,38,132,(13 16) (13 17) (13 18) (14 18) (15 18) (16 18) (17 18) (18 18) (19 18) (20 18) (20 19) (20 20) (21 20) 
17,4,1,(13 16),(21 20),68,38,108,(13 16) (13 17) (13 18) (13 19) (14 19) (15 19) (16 19) (17 19) (18 19) (19 19) (20 19) (21 19) (21 20) 
17,4,2,(13 16),(21 20),36,13,102,(13 16) (13 17) (13 18) (13 19) (13 20) (14 20) (15 20) (16 20) (17 20) (18 20) (19 20) (20 20) (21 20) 
18,1,1,(11 25),(15 23),24,12,60,(11 25) (12 25) (13 25) (13 24) (14 24) (15 24) (15 23) 
18,1,2,(11 25),(15 23),27,13,60,(11 25) (11 24) (12 24) (12 23) (13 23) (14 23) (15 23) 
18,2,1,(11 25),(15 23),39,23,80,(11 25) (11 24) (12 24) (13 24) (14 24) (14 23) (15 23) 
18,2,2,(11 25),(15 23),28,15,80,(11 25) (11 24) (11 23) (12 23) (13 23) (14 23) (15 23) 
18,3,1,(11 25),(15 23),33,16,66,(11 25) (11 24) (11 23) (12 23) (13 23) (14 23) (15 23) 
18,3,2,(11 25),(15 23),20,9,66,(11 25) (11 24) (11 23) (12 23) (13 23) (14 23) (15 23) 
18,4,1,(11 25),(15 23),33,16,66,(11 25) (11 24) (11 23) (12 23) (13 23) (14 23) (15 23) 
18,4,2,(11 25),(15 23),20,9,66,(11 25) (11 24) (11 23) (12 23) (13 23) (14 23) (15 23) 
19,1,1,(11 18),(2 3),246,194,240,(11 18) (11 17) (11 16) (11 15) (11 14) (11 13) (11 12) (10 12) (10 11) (9 11) (9 10) (9 9) (8 9) (7 9) (7 8) (7 7) (6 7) (6 6) (5 6) (4 6) (4 5) (4 4) (3 4) (2 4) (2 3) 
19,1,2,(11 18),(2 3),199,132,240,(11 18) (11 17) (11 16) (11 15) (10 15) (9 15) (9 14) (9 13) (8 13) (7 13) (7 12) (7 11) (6 11) (6 10) (6 9) (5 9) (5 8) (5 7) (5 6) (4 6) (3 6) (2 6) (2 5) (2 4) (2 3) 
19,2,1,(11 18),(2 3),303,249,285,(11 18) (11 17) (11 16) (11 15) (11 14) (11 13) (11 12) (11 11) (11 10) (11 9) (11 8) (11 7) (10 7) (9 7) (9 6) (8 6) (7 6) (7 5) (6 5) (6 4) (5 4) (4 4) (3 4) (3 3) (2 3) 
19,2,2,(11 18),(2 3),230,178,285,(11 18) (11 17) (11 16) (11 15) (11 14) (11 13) (11 12) (11 11) (11 10) (11 9) (11 8) (11 7) (11 6) (11 5) (11 4) (11 3) (10 3) (9 3) (8 3) (7 3) (6 3) (5 3) (4 3) (3 3) (2 3) 
19,3,1,(11 18),(2 3),314,253,246,(11 18) (11 17) (11 16) (11 15) (11 14) (10 14) (9 14) (8 14) (8 13) (8 12) (8 11) (8 10) (7 10) (6 10) (6 9) (6 8) (6 7) (6 6) (5 6) (4 6) (3 6) (3 5) (3 4) (3 3) (2 3) 
19,3,2,(11 18),(2 3),204,135,246,(11 18) (11 17) (11 16) (11 15) (11 14) (10 14) (9 14) (8 14) (8 13) (8 12) (8 11) (8 10) (7 10) (6 10) (6 9) (6 8) (6 7) (6 6) (5 6) (4 6) (3 6) (3 5) (3 4) (3 3) (2 3) 
19,4,1,(11 18),(2 3),222,165,208,(11 18) (11 17) (11 16) (11 15) (11 14) (11 13) (11 12) (11 11) (10 11) (9 11) (8 11) (7 11) (6 11) (5 11) (4 11) (4 10) (4 9) (4 8) (4 7) (4 6) (4 5) (4 4) (3 4) (2 4) (2 3) 
19,4,2,(11 18),(2 3),71,25,216,(11 18) (11 17) (11 16) (11 15) (11 14) (11 13) (10 13) (9 13) (8 13) (7 13) (6 13) (5 13) (4 13) (3 13) (2 13) (2 12) (2 11) (2 10) (2 9) (2 8) (2 7) (2 6) (2 5) (2 4) (2 3) 
20,1,1,(27 3),(26 7),21,10,50,(27 3) (27 4) (27 5) (27 6) (27 7) (26 7) 
20,1,2,(27 3),(26 7),21,10,50,(27 3) (26 3) (26 4) (26 5) (26 6) (26 7) 
20,2,1,(27 3),(26 7),19,8,55,(27 3) (27 4) (27 5) (27 6) (27 7) (26 7) 
20,2,2,(27 3),(26 7),19,8,55,(27 3) (27 4) (27 5) (27 6) (27 7) (26 7) 
20,3,1,(27 3),(26 7),16,6,51,(27 3) (27 4) (27 5) (27 6) (27 7) (26 7) 
20,3,2,(27 3),(26 7),16,6,51,(27 3) (27 4) (27 5) (27 6) (27 7) (26 7) 
20,4,1,(27 3),(26 7),16,6,51,(27 3) (27 4) (27 5) (27 6) (27 7) (26 7) 
20,4,2,(27 3),(26 7),16,6,51,(27 3) (27 4) (27 5) (27 6) (27 7) (26 7) 
21,1,1,(27 26),(14 22),122,86,170,(27 26) (26 26) (25 26) (24 26) (23 26) (22 26) (21 26) (20 26) (19 26) (18 26) (17 26) (17 25) (17 24) (16 24) (15 24) (15 23) (15 22) (14 22) 
21,1,2,(27 26),(14 22),111,63,170,(27 26) (26 26) (25 26) (24 26) (24 25) (23 25) (22 25) (22 24) (21 24) (20 24) (19 24) (18 24) (17 24) (17 23) (16 23) (15 23) (14 23) (14 22) 
21,2,1,(27 26),(14 22),197,165,235,(27 26) (26 26) (25 26) (24 26) (23 26) (22 26) (21 26) (21 25) (20 25) (19 25) (19 24) (18 24) (18 23) (17 23) (16 23) (15 23) (15 22) (14 22) 
21,2,2,(27 26),(14 22),158,118,235,(27 26) (27 25) (27 24) (27 23) (27 22) (26 22) (25 22) (24 22) (23 22) (22 22) (21 22) (20 22) (19 22) (18 22) (17 22) (16 22) (15 22) (14 22) 
21,3,1,(27 26),(14 22),216,175,196,(27 26) (27 25) (26 25) (25 25) (24 25) (23 25) (22 25) (21 25) (20 25) (19 25) (19 24) (19 23) (18 23) (17 23) (16 23) (15 23) (14 23) (14 22) 
21,3,2,(27 26),(14 22),147,95,196,(27 26) (27 25) (27 24) (26 24) (25 24) (24 24) (23 24) (22 24) (21 24) (20 24) (19 24) (19 23) (18 23) (17 23) (16 23) (15 23) (14 23) (14 22) 
21,4,1,(27 26),(14 22),92,46,156,(27 26) (27 25) (26 25) (25 25) (24 25) (23 25) (22 25) (21 25) (20 25) (19 25) (18 25) (17 25) (16 25) (15 25) (14 25) (14 24) (14 23) (14 22) 
21,4,2,(27 26),(14 22),51,18,147,(27 26) (27 25) (27 24) (27 23) (27 22) (26 22) (25 22) (24 22) (23 22) (22 22) (21 22) (20 22) (19 22) (18 22) (17 22) (16 22) (15 22) (14 22) 
22,1,1,(27 20),(8 19),73,32,200,(27 20) (26 20) (25 20) (24 20) (23 20) (22 20) (21 20) (20 20) (19 20) (18 20) (17 20) (16 20) (15 20) (14 20) (13 20) (12 20) (11 20) (10 20) (9 20) (9 19) (8 19) 
22,1,2,(27 20),(8 19),81,40,200,(27 20) (26 20) (25 20) (24 20) (23 20) (23 19) (22 19) (21 19) (20 19) (19 19) (18 19) (17 19) (16 19) (15 19) (14 19) (13 19) (12 19) (11 19) (10 19) (9 19) (8 19) 
22,2,1,(27 20),(8 19),266,215,295,(27 20) (26 20) (25 20) (24 20) (23 20) (22 20) (21 20) (20 20) (19 20) (18 20) (17 20) (16 20) (15 20) (14 20) (13 20) (12 20) (11 20) (10 20) (9 20) (9 19) (8 19) 
22,2,2,(27 20),(8 19),181,134,295,(27 20) (27 19) (26 19) (25 19) (24 19) (23 19) (22 19) (21 19) (20 19) (19 19) (18 19) (17 19) (16 19) (15 19) (14 19) (13 19) (12 19) (11 19) (10 19) (9 19) (8 19) 
22,3,1,(27 20),(8 19),244,191,243,(27 20) (26 20) (25 20) (24 20) (23 20) (22 20) (21 20) (20 20) (19 20) (18 20) (17 20) (16 20) (15 20) (14 20) (13 20) (12 20) (11 20) (11 19) (10 19) (9 19) (8 19) 
22,3,2,(27 20),(8 19),139,87,243,(27 20) (27 19) (26 19) (25 19) (24 19) (23 19) (22 19) (21 19) (20 19) (19 19) (18 19) (17 19) (16 19) (15 19) (14 19) (13 19) (12 19) (11 19) (10 19) (9 19) (8 19) 
22,4,1,(27 20),(8 19),83,37,196,(27 20) (26 20) (25 20) (24 20) (23 20) (22 20) (21 20) (20 20) (19 20) (18 20) (17 20) (16 20) (15 20) (14 20) (13 20) (12 20) (11 20) (10 20) (9 20) (8 20) (8 19) 
22,4,2,(27 20),(8 19),62,23,195,(27 20) (27 19) (26 19) (25 19) (24 19) (23 19) (22 19) (21 19) (20 19) (19 19) (18 19) (17 19) (16 19) (15 19) (14 19) (13 19) (12 19) (11 19) (10 19) (9 19) (8 19) 
23,1,1,(7 30),(24 16),333,289,310,(7 30) (8 30) (9 30) (10 30) (10 29) (11 29) (11 28) (12 28) (13 28) (13 27) (14 27) (14 26) (15 26) (15 25) (16 25) (16 24) (17 24) (17 23) (17 22) (18 22) (18 21) (19 21) (20 21) (20 20) (21 20) (21 19) (22 19) (22 18) (23 18) (23 17) (23 16) (24 16) 
23,1,2,(7 30),(24 16),307,192,310,(7 30) (7 29) (7 28) (7 27) (8 27) (9 27) (10 27) (10 26) (11 26) (11 25) (12 25) (13 25) (14 25) (14 24) (14 23) (15 23) (16 23) (17 23) (18 23) (18 22) (19 22) (20 22) (21 22) (21 21) (21 20) (21 19) (22 19) (22 18) (22 17) (22 16) (23 16) (24 16) 
23,2,1,(7 30),(24 16),450,401,395,(7 30) (7 29) (7 28) (7 27) (7 26) (7 25) (7 24) (7 23) (8 23) (9 23) (10 23) (11 23) (12 23) (12 22) (13 22) (13 21) (14 21) (14 20) (15 20) (16 20) (17 20) (17 19) (18 19) (19 19) (19 18) (20 18) (21 18) (21 17) (22 17) (23 17) (23 16) (24 16) 
23,2,2,(7 30),(24 16),387,338,395,(7 30) (7 29) (7 28) (7 27) (7 26) (7 25) (7 24) (7 23) (7 22) (7 21) (7 20) (7 19) (7 18) (7 17) (7 16) (8 16) (9 16) (10 16) (11 16) (12 16) (13 16) (14 16) (15 16) (16 16) (17 16) (18 16) (19 16) (20 16) (21 16) (22 16) (23 16) (24 16) 
23,3,1,(7 30),(24 16),433,381,329,(7 30) (7 29) (7 28) (7 27) (8 27) (9 27) (10 27) (11 27) (12 27) (12 26) (12 25) (12 24) (13 24) (14 24) (15 24) (15 23) (15 22) (15 21) (16 21) (17 21) (18 21) (18 20) (18 19) (18 18) (19 18) (20 18) (21 18) (22 18) (22 17) (22 16) (23 16) (24 16) 
23,3,2,(7 30),(24 16),367,273,329,(7 30) (7 29) (7 28) (7 27) (8 27) (9 27) (10 27) (11 27) (12 27) (12 26) (12 25) (12 24) (13 24) (14 24) (15 24) (15 23) (15 22) (15 21) (16 21) (17 21) (18 21) (18 20) (18 19) (18 18) (19 18) (20 18) (21 18) (22 18) (22 17) (22 16) (23 16) (24 16) 
23,4,1,(7 30),(24 16),454,393,270,(7 30) (7 29) (7 28) (7 27) (7 26) (7 25) (8 25) (9 25) (10 25) (11 25) (12 25) (13 25) (14 25) (15 25) (16 25) (17 25) (18 25) (18 24) (18 23) (18 22) (18 21) (18 20) (19 20) (20 20) (21 20) (22 20) (23 20) (24 20) (24 19) (24 18) (24 17) (24 16) 
23,4,2,(7 30),(24 16),119,51,273,(7 30) (7 29) (7 28) (7 27) (7 26) (7 25) (7 24) (8 24) (9 24) (10 24) (11 24) (12 24) (13 24) (14 24) (15 24) (16 24) (16 23) (16 22) (16 21) (16 20) (16 19) (16 18) (17 18) (18 18) (19 18) (20 18) (21 18) (22 18) (23 18) (24 18) (24 17) (24 16) 
24,1,1,(22 4),(12 21),298,241,270,(22 4) (22 5) (22 6) (22 7) (22 8) (22 9) (22 10) (22 11) (22 12) (21 12) (20 12) (20 13) (20 14) (19 14) (19 15) (18 15) (18 16) (17 16) (17 17) (16 17) (15 17) (15 18) (14 18) (14 19) (13 19) (13 20) (13 21) (12 21) 
24,1,2,(22 4),(12 21),236,144,270,(22 4) (21 4) (21 5) (20 5) (20 6) (20 7) (20 8) (20 9) (20 10) (20 11) (19 11) (19 12) (19 13) (19 14) (18 14) (17 14) (16 14) (16 15) (16 16) (16 17) (16 18) (16 19) (16 20) (15 20) (14 20) (13 20) (12 20) (12 21) 
24,2,1,(22 4),(12 21),368,311,320,(22 4) (22 5) (22 6) (22 7) (22 8) (22 9) (22 10) (22 11) (22 12) (22 13) (22 14) (22 15) (22 16) (21 16) (21 17) (20 17) (20 18) (19 18) (18 18) (17 18) (17 19) (16 19) (15 19) (15 20) (14 20) (13 20) (13 21) (12 21) 
24,2,2,(22 4),(12 21),285,226,320,(22 4) (22 5) (22 6) (22 7) (22 8) (22 9) (22 10) (22 11) (22 12) (22 13) (22 14) (22 15) (22 16) (22 17) (22 18) (22 19) (22 20) (22 21) (21 21) (20 21) (19 21) (18 21) (17 21) (16 21) (15 21) (14 21) (13 21) (12 21) 
24,3,1,(22 4),(12 21),404,336,277,(22 4) (22 5) (22 6) (22 7) (22 8) (21 8) (20 8) (19 8) (19 9) (19 10) (19 11) (19 12) (18 12) (17 12) (17 13) (17 14) (17 15) (17 16) (16 16) (15 16) (15 17) (15 18) (15 19) (15 20) (14 20) (13 20) (12 20) (12 21) 
24,3,2,(22 4),(12 21),252,172,277,(22 4) (22 5) (22 6) (22 7) (22 8) (21 8) (20 8) (19 8) (19 9) (19 10) (19 11) (19 12) (18 12) (17 12) (17 13) (17 14) (17 15) (17 16) (16 16) (15 16) (15 17) (15 18) (15 19) (15 20) (14 20) (13 20) (12 20) (12 21) 
24,4,1,(22 4),(12 21),263,195,235,(22 4) (22 5) (22 6) (22 7) (22 8) (22 9) (22 10) (22 11) (22 12) (21 12) (20 12) (19 12) (18 12) (17 12) (16 12) (16 13) (16 14) (16 15) (16 16) (16 17) (16 18) (16 19) (15 19) (14 19) (13 19) (12 19) (12 20) (12 21) 
24,4,2,(22 4),(12 21),80,28,245,(22 4) (22 5) (22 6) (22 7) (22 8) (22 9) (21 9) (20 9) (19 9) (18 9) (17 9) (16 9) (15 9) (14 9) (13 9) (12 9) (12 10) (12 11) (12 12) (12 13) (12 14) (12 15) (12 16) (12 17) (12 18) (12 19) (12 20) (12 21) 
25,1,1,(13 19),(0 21),70,40,150,(13 19) (12 19) (11 19) (10 19) (9 19) (8 19) (7 19) (6 19) (5 19) (4 19) (3 19) (2 19) (1 19) (1 20) (0 20) (0 21) 
25,1,2,(13 19),(0 21),67,38,150,(13 19) (12 19) (12 20) (11 20) (10 20) (9 20) (8 20) (7 20) (6 20) (5 20) (4 20) (3 20) (2 20) (1 20) (0 20) (0 21) 
25,2,1,(13 19),(0 21),169,128,215,(13 19) (12 19) (11 19) (10 19) (9 19) (8 19) (7 19) (6 19) (5 19) (4 19) (4 20) (3 20) (2 20) (1 20) (1 21) (0 21) 
25,2,2,(13 19),(0 21),122,87,215,(13 19) (13 20) (13 21) (12 21) (11 21) (10 21) (9 21) (8 21) (7 21) (6 21) (5 21) (4 21) (3 21) (2 21) (1 21) (0 21) 
25,3,1,(13 19),(0 21),161,123,176,(13 19) (13 20) (12 20) (11 20) (10 20) (9 20) (8 20) (7 20) (6 20) (5 20) (4 20) (4 21) (3 21) (2 21) (1 21) (0 21) 
